Hospital ID,Hospital Name,Location,XOffset,YOffset,Category,Number of Beds,Number of Waitlist,Max Competence Charge,Number of Staffs,Staff Scores 1,Staff Scores 2,Staff Scores 3,Staff Scores 4,Staff Scores 5,Staff Scores 6,Staff Scores 7,Staff Scores 8,Staff Scores 9,Staff Scores 10,Staff Scores 11,Staff Scores 12,Staff Scores 13,Staff Scores 14,Staff Scores 15,Staff Scores 16,Staff Scores 17,Staff Scores 18,Staff Scores 19,Staff Scores 20,Number of Tests,Extra Medical Cost 1,Extra Medical Cost 2,Extra Medical Cost 3,Extra Medical Cost 4,Extra Medical Cost 5,Extra Medical Cost 6,Extra Medical Cost 7,Extra Medical Cost 8,Extra Medical Cost 9,Extra Medical Cost 10,Extra Medical Cost 11,Extra Medical Cost 12,Extra Medical Cost 13,Extra Medical Cost 14,Mortality Measure 1,Mortality Measure 2,Mortality Measure 3,Mortality Measure 4,Mortality Measure 5,Mortality Measure 6,Safety of Care Measure 1,Safety of Care Measure 2,Safety of Care Measure 3,Safety of Care Measure 4,Safety of Care Measure 5,Readmission Measure 1,Readmission Measure 2,Readmission Measure 3,Readmission Measure 4,Readmission Measure 5,Readmission Measure 6,Patient Experience Measure 1,Patient Experience Measure 2,Patient Experience Measure 3,Patient Experience Measure 4,Patient Experience Measure 5,Patient Experience Measure 6,Timely and Effective Care Measure 1,Timely and Effective Care Measure 2,Timely and Effective Care Measure 3,Timely and Effective Care Measure 4,Timely and Effective Care Measure 5,Timely and Effective Care Measure 6,Timely and Effective Care Measure 7
1567,DMR,Meerut,-6.9042,2.9872,1,200,14,48000,15,30,73,46,71,13,38,59,4,32,27,41,57,89,7,35,96,43,15,10,64,15,5340,3390,2510,1510,1460,580,3410,2940,5440,1220,6950,5150,2330,5240,38,82,37,46,1000000000.0,1000000000.0,0.075,0.0638,0.0649,0.0584,0.0997,1000000000.0,27.153,0.0055,49.9488,25.9968,24.0702,9,7,8,5,9,4,18.98,59.32,1000000000.0,33.46,2.26,18.5,1000000000.0
1568,NEURON HOSPITAL,Meerut,-2.3662,-6.9858,1,150,20,13000,15,61,71,95,85,56,65,6,20,77,43,91,88,26,93,31,5,70,58,11,16,15,4600,4270,7010,3320,5130,2650,180,4230,1850,6580,2440,4410,2450,6250,96,22,1000000000.0,81,1000000000.0,133,0.0967,0.0693,0.0643,0.071,0.0777,36.9285,28.1819,28.1071,35.1696,4.4703,1000000000.0,1000000000.0,1000000000.0,0,6,9,3,0.81,26.68,47.62,10.08,54.05,15.08,32.03
1569,SHREYA NEURO CARE,Meerut,2.8742,-4.1252,1,200,17,37000,15,16,77,70,35,98,56,93,94,53,84,62,83,26,66,37,85,4,26,35,11,15,5510,6840,760,6210,5790,1170,2790,4970,5260,1540,3040,360,6130,710,105,132,117,1000000000.0,125,57,0.0983,0.0826,0.0541,0.0805,0.0986,34.0029,1000000000.0,16.2169,1000000000.0,13.1781,45.5671,7,1000000000.0,7,1000000000.0,7,9,18.19,69.09,17.12,42.55,7.18,25.48,42.19
1570,VATSALYA NURSING HOME,Meerut,-6.3764,0.5943,1,100,13,16000,15,19,51,29,17,90,97,30,34,91,100,27,47,73,56,72,39,76,1,81,4,15,730,1670,5430,1460,2920,800,6790,3930,1540,570,1850,4680,1810,1360,36,39,78,39,78,28,0.0943,0.0682,0.0793,0.0748,0.0757,1000000000.0,19.5366,44.941,41.0978,21.5152,1000000000.0,3,6,0,0,1000000000.0,7,11.68,38.07,59.64,19.87,1000000000.0,50.84,6.48
1571,ADAM EVE MISSION HOSPITAL,Meerut,2.2961,5.2926,1,200,20,34000,15,17,46,83,100,67,52,77,88,2,87,20,73,88,10,42,46,83,90,13,83,15,3440,7090,2000,1700,5880,4620,6000,450,1880,6200,6990,540,6990,1560,1000000000.0,98,45,91,146,53,0.0631,0.053,0.0902,0.0988,0.0562,1000000000.0,6.3536,20.954,3.7176,1000000000.0,26.3732,6,1000000000.0,1000000000.0,1000000000.0,1000000000.0,7,31.79,29.23,58.75,1000000000.0,33.1,1000000000.0,52.41
1572,M R HOSPITAL,Meerut,-0.8472,4.8058,1,250,14,17000,15,10,23,55,83,16,22,15,24,24,77,25,2,75,79,48,64,6,7,53,60,15,4150,3380,4050,6540,5110,3400,1100,6050,5100,6760,390,1910,3560,390,1000000000.0,38,85,58,137,130,0.0552,0.0706,0.0584,0.0678,0.0984,11.1884,1000000000.0,44.042,20.9488,20.332,46.1838,3,3,4,1000000000.0,7,1000000000.0,64.22,54.05,1000000000.0,1.13,9.25,24.23,1000000000.0
1573,UPASNA DIABETES CARE CENTRE NURSING HOME,Meerut,-0.7798,-5.5747,1,300,10,37000,15,41,93,43,95,18,78,56,15,4,18,53,8,51,98,37,46,96,77,26,69,15,4340,1780,2740,2120,2360,3420,3050,3640,4890,1340,4810,6070,6210,2840,1000000000.0,63,1000000000.0,1000000000.0,76,146,0.0737,0.0733,0.0627,0.0521,0.0843,30.7994,47.2953,7.9065,30.3407,32.6107,31.7432,3,1,4,6,1000000000.0,5,68.96,9.2,1000000000.0,22.31,35.06,22.94,1000000000.0
1574,DISTRICT EYE HOSPITAL,Meerut,-3.6842,6.2735,1,200,12,38000,15,87,77,39,37,93,71,85,32,24,35,39,52,9,35,60,27,78,19,34,49,15,6800,4600,2420,3860,6160,5720,5080,1940,7040,1500,6540,210,4720,6140,34,144,108,108,29,136,0.0544,0.0988,0.0808,0.0921,0.0822,35.8987,1000000000.0,26.1061,19.6505,43.3487,0.1383,1000000000.0,8,1000000000.0,0,1,7,36.99,1000000000.0,2.39,25.47,41.82,1000000000.0,56.74
1575,RANJANA GUPTA,Meerut,0.4097,0.2489,1,200,13,31000,15,92,14,76,96,29,5,50,93,57,28,56,22,56,35,11,14,78,78,2,31,15,6200,5440,2380,4700,640,1450,5710,4440,390,2410,4580,950,1030,5420,64,1000000000.0,147,128,76,135,0.0643,0.0768,0.08,0.0996,0.0856,1000000000.0,1000000000.0,1.7042,48.925,19.5547,1000000000.0,0,1000000000.0,7,8,6,8,59.3,40.49,1000000000.0,49.29,10.57,59.66,19.81
1576,DR SUNITA GOYAL,Meerut,6.1513,-9.2153,1,150,16,56000,15,18,6,56,35,99,66,80,50,11,15,75,39,18,68,57,94,16,8,76,58,15,6540,6050,2830,6540,5590,4920,1270,1110,3640,3110,100,4370,2460,510,88,98,1000000000.0,115,81,61,0.0651,0.0698,0.0923,0.081,0.0709,18.0655,1000000000.0,41.847,44.0354,40.3718,42.4655,3,4,3,5,0,1000000000.0,25.63,12.5,44.49,32.67,1000000000.0,12.2,1000000000.0
1577,KRISHNA NURSING HOME,Meerut,-5.3827,2.8815,1,300,10,50000,15,37,7,56,16,31,86,11,80,70,98,59,50,61,70,9,97,38,21,31,45,15,5650,2910,2630,6820,3410,6760,6080,670,2020,150,730,270,1340,1070,114,30,145,63,55,29,0.0571,0.0803,0.0937,0.0685,0.0868,1000000000.0,26.8966,1000000000.0,11.4503,29.2341,37.8259,5,1000000000.0,1000000000.0,0,6,1000000000.0,3.26,1000000000.0,2.98,22.49,56.62,29.71,38.95
1578,SHRADHA HEALTH CARE,Meerut,5.9193,-8.578,1,300,16,60000,15,100,48,7,51,83,100,38,30,54,82,43,5,7,97,15,30,94,4,57,36,15,1350,4850,740,6580,6780,2190,1140,2730,4200,6930,170,6820,5280,6220,40,115,76,91,110,63,0.0615,0.056,0.0871,0.0673,0.0729,19.5833,1000000000.0,13.7194,38.2392,6.8291,1000000000.0,7,1000000000.0,1000000000.0,1,3,2,16.77,26.93,68.03,22.89,47.84,1000000000.0,68.8
1579,VIVEK GOYAL,Meerut,-3.2267,3.2232,1,150,20,32000,15,5,97,93,49,19,82,65,19,95,85,60,33,11,10,5,22,22,4,26,17,15,1990,5380,6500,590,2230,6130,5640,3290,4630,3210,4910,2330,6340,2430,1000000000.0,131,1000000000.0,95,67,47,0.0908,0.0538,0.0656,0.0963,0.0828,2.5174,48.1015,11.2792,36.5017,26.293,1000000000.0,2,6,1,1000000000.0,1000000000.0,7,58.42,32.77,1000000000.0,1000000000.0,1000000000.0,1000000000.0,20.59
1580,DILSHAD MOTHER AND CHILD CARE CLINIC,Meerut,-3.7332,-8.2318,1,250,19,44000,15,39,48,94,63,15,72,9,21,94,96,48,70,74,7,24,5,22,90,54,71,15,1760,3440,3330,620,1850,4890,4110,3750,3840,6490,1670,1460,3820,790,1000000000.0,1000000000.0,28,96,1000000000.0,1000000000.0,0.0893,0.055,0.0628,0.0644,0.0642,16.3378,22.5995,46.7395,26.8772,47.7839,45.0659,8,7,6,1000000000.0,1000000000.0,8,53.74,5.19,24.98,1000000000.0,1000000000.0,63.03,58.94
1581,KUMAR,Meerut,-3.197,-1.4141,1,200,16,25000,15,84,64,84,34,51,40,79,49,59,38,94,32,72,52,44,9,63,71,56,100,15,5050,770,4430,1190,1760,4610,5010,340,3390,1160,3710,3100,3440,6590,1000000000.0,57,131,1000000000.0,68,126,0.0793,0.0959,0.098,0.0709,0.0583,6.2909,19.2042,8.7525,3.0759,12.9651,49.7287,0,10,2,2,5,6,1000000000.0,30.16,63.44,40.06,51.2,8.54,44.82
1582,SRISHTY NURSING HOME,Meerut,-0.9354,4.3068,1,100,12,9000,15,90,4,62,19,59,76,7,35,90,91,76,8,48,37,91,49,10,78,54,21,15,3610,2120,6810,1250,2930,1490,6290,1280,1490,6670,1360,5940,7030,4050,141,1000000000.0,83,70,33,143,0.0862,0.0649,0.0835,0.0535,0.0624,34.9911,33.2726,1000000000.0,34.2288,1000000000.0,1000000000.0,3,1000000000.0,5,1000000000.0,6,6,1.88,30.13,1000000000.0,57.88,27.98,1000000000.0,44.94
1583,AARUSH NURSING HOME,Meerut,7.3344,-2.6925,1,150,15,28000,15,34,8,63,59,20,68,69,12,22,74,56,75,48,75,47,11,68,63,73,24,15,910,3930,5840,5890,1950,6690,6550,5340,1830,3580,2890,3710,1130,6470,1000000000.0,113,135,133,137,60,0.0523,0.0644,0.0742,0.0591,0.0973,23.5745,33.8714,40.1,40.3524,44.3596,34.9292,2,2,10,9,4,7,12.68,1000000000.0,44.39,1000000000.0,1000000000.0,21.68,25.41
1584,SEWA CLINIC,Meerut,-9.244,8.0193,1,100,19,44000,15,3,36,3,83,81,30,27,70,1,34,30,58,60,70,68,37,67,80,54,55,15,5510,5090,6920,6110,4990,4140,5760,2970,6660,3160,730,1160,1610,1700,94,20,110,105,59,58,0.0563,0.0644,0.0833,0.0525,0.0804,24.515,34.8028,1000000000.0,23.1106,43.3738,5.456,2,10,0,3,9,2,27.71,3.33,17.82,10.56,26.67,64.4,26.78
1585,DR ARUN KUMAR CHUGH,Meerut,7.5088,9.5457,1,300,13,70000,15,33,60,24,89,65,3,21,56,55,95,29,70,60,30,60,70,2,13,92,22,15,2020,2760,1170,7100,1200,5990,5690,4580,3660,6950,6590,4050,4070,5020,73,123,42,106,146,1000000000.0,0.0925,0.0961,0.0617,0.0602,0.0815,1000000000.0,4.596,44.8226,44.8389,1000000000.0,10.3733,1000000000.0,4,3,1,1000000000.0,1,1000000000.0,1000000000.0,1000000000.0,28.1,6.94,16.95,46.56
1586,DR AVDHESH MEHROTRA MATERNITY AND SURGICAL CENTRE,Meerut,5.1885,-9.1472,1,150,13,46000,15,70,52,57,21,83,58,52,13,11,90,100,13,5,60,64,62,95,51,11,24,15,3670,2070,750,3230,2880,110,4370,240,6780,910,6440,4800,6210,1450,1000000000.0,133,148,1000000000.0,102,1000000000.0,0.0519,0.0695,0.0671,0.097,0.0966,45.259,33.8996,38.0751,29.5452,9.3265,1000000000.0,6,3,1,1,2,1000000000.0,57.2,14.52,7.87,44.43,4.25,62.68,19.94
1587,KHARE SURGICAL CENTRE,Meerut,-3.6804,1.6798,1,150,10,43000,15,78,67,42,55,26,40,89,36,96,40,24,31,41,13,30,95,67,83,43,43,15,6070,1810,5880,700,5580,5060,1150,3290,1070,7060,4400,6380,6790,930,1000000000.0,1000000000.0,150,87,21,101,0.0726,0.0945,0.0772,0.0691,0.0955,1000000000.0,28.419,0.9239,37.132,43.347,9.1183,1000000000.0,1000000000.0,5,1000000000.0,9,5,7.12,1000000000.0,1000000000.0,1000000000.0,49.2,1.06,1000000000.0
1588,SARAH MARIYAM DENTAL&METERNITY CENTER,Meerut,-7.1164,0.0664,1,100,12,41000,15,33,14,35,42,48,43,80,7,82,97,74,97,8,5,30,60,16,4,2,8,15,3710,4670,2530,6740,1540,5550,6590,6600,1870,6360,5660,5870,4460,3190,26,116,87,1000000000.0,77,77,0.0548,0.068,0.0825,0.0891,0.0514,2.8308,42.3476,25.5218,24.0819,42.4518,1000000000.0,1,1,1000000000.0,10,3,1000000000.0,1000000000.0,30.28,31.55,62.47,1000000000.0,51.92,48.8
1589,SIDDH HOSPITAL,Meerut,-4.7992,5.9922,1,100,15,33000,15,91,64,42,70,40,72,13,52,57,55,86,60,2,9,97,22,75,59,9,63,15,130,2770,4260,3350,3030,5460,1440,4210,5940,3830,3690,2250,3470,4030,87,1000000000.0,145,1000000000.0,147,143,0.0861,0.0546,0.0858,0.0961,0.0837,18.8038,46.1477,5.351,1.6536,47.5755,1000000000.0,10,1,1000000000.0,5,10,8,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,60.76,55.08
1590,MAHANAGAR HOSPITAL,Meerut,-1.5559,2.6685,1,200,20,53000,15,34,22,58,75,64,4,48,44,88,13,23,79,6,59,52,39,10,63,9,94,15,630,1730,230,1390,560,6500,1160,6380,4200,2120,3030,990,1760,4240,45,1000000000.0,117,145,103,1000000000.0,0.0876,0.0773,0.0799,0.0506,0.0675,31.2779,22.145,1000000000.0,44.452,1000000000.0,1000000000.0,6,7,1000000000.0,9,1000000000.0,0,32.1,5.9,1000000000.0,68.31,31.57,5.87,1000000000.0
1591,SHAGUN JECHA BECHA KENDER,Meerut,2.8813,9.0237,1,300,13,10000,15,46,53,57,5,42,92,22,4,50,64,80,51,10,55,74,97,40,1,14,65,15,770,6430,1800,1330,6030,1260,1190,3210,6310,1460,2680,3760,840,4040,83,111,117,1000000000.0,116,75,0.0965,0.0807,0.086,0.0643,0.0982,1000000000.0,10.8152,1000000000.0,12.5642,38.3754,1000000000.0,5,3,1000000000.0,2,1000000000.0,6,6.81,66.34,1000000000.0,4.36,46.52,13.73,12.89
1592,RSD HOSPITAL RESEARCH CENTRE,Meerut,5.7375,9.546,1,300,20,46000,15,29,69,5,13,94,9,30,19,93,95,88,36,33,88,25,62,15,23,31,7,15,2630,4290,1180,730,4240,7030,2120,2710,6950,4740,1620,3380,2830,4490,70,65,42,71,103,130,0.0545,0.0905,0.0802,0.0638,0.0588,34.5697,21.899,49.6958,35.7223,19.6043,1000000000.0,9,1000000000.0,3,4,5,1000000000.0,1000000000.0,30.5,52.16,1000000000.0,68.02,14.43,31.53
1593,METRO HOSPITAL,Meerut,-1.7735,6.0999,1,200,14,42000,15,79,29,52,89,94,19,24,63,6,94,20,83,34,64,47,43,18,18,57,63,15,140,1970,6470,4790,3810,6610,3970,2840,2350,3930,4080,2120,4500,6540,1000000000.0,1000000000.0,112,1000000000.0,133,1000000000.0,0.0914,0.0628,0.0823,0.096,0.0681,40.297,1000000000.0,0.2338,27.0762,1000000000.0,1000000000.0,2,1000000000.0,3,9,1000000000.0,0,64.34,26.04,1000000000.0,36.84,4.81,43.28,47.47
1594,WHITE HOUSE HEALTH CARE,Meerut,1.7388,-1.0934,1,300,11,32000,15,38,77,11,23,48,94,44,73,87,33,39,48,43,33,46,46,53,60,77,87,15,5940,2020,6340,1660,5850,5540,6370,1560,220,3250,4100,3670,2590,2600,86,92,114,110,1000000000.0,142,0.0564,0.0889,0.0756,0.0818,0.0885,33.2584,32.0753,16.3725,19.4029,36.8567,1000000000.0,0,4,0,8,7,1000000000.0,62.14,53.16,37.91,41.36,27.13,29.8,27.12
1595,RASHID HEALTHCARE,Meerut,3.5404,-7.5193,1,250,11,62000,15,47,12,53,40,30,35,29,47,55,31,15,84,40,13,94,93,52,29,87,14,15,160,220,2810,1960,5210,1120,400,850,6320,3400,4550,5090,2690,1900,59,92,59,91,59,97,0.0665,0.0547,0.09,0.0727,0.0714,26.934,39.702,15.0059,18.2372,24.7227,11.7257,1000000000.0,1,2,1000000000.0,5,9,13.73,1000000000.0,8.73,67.02,28.42,27.55,56.23
1596,SHEKHAR HOSPITALKIDNEY STONE CLINIC,Meerut,1.3354,6.7351,1,150,16,8000,15,66,39,36,13,27,6,9,98,63,25,54,2,27,40,83,22,77,49,43,30,15,1060,2450,5240,2360,3650,3550,5950,5220,2380,5630,220,6400,4710,6980,63,145,43,72,51,59,0.0814,0.0661,0.0884,0.0745,0.0701,10.3467,1000000000.0,5.354,27.717,1000000000.0,22.756,4,3,1000000000.0,1000000000.0,7,4,1000000000.0,68.28,31.09,1000000000.0,69.09,29.51,49.24
1597,NATIONAL HOSPITAL KIDNEY CENTRE,Meerut,5.2929,-6.1995,1,300,12,39000,15,8,99,13,34,77,89,95,14,99,32,27,20,93,7,74,62,51,40,60,16,15,1930,3440,1440,2380,3990,480,1760,4850,2800,6370,1980,5930,2660,2730,26,124,41,144,83,29,0.0595,0.0917,0.0957,0.0895,0.0859,32.3419,40.4067,1.8259,39.321,46.3164,42.31,1000000000.0,1,8,9,1000000000.0,5,5.09,2.44,1000000000.0,61.11,7.39,43.87,1000000000.0
1598,NATIONAL CLINIC,Meerut,-6.3242,-6.7764,1,250,12,26000,15,89,9,44,94,73,2,69,42,70,54,12,35,65,60,66,8,16,70,13,21,15,4230,790,6340,1990,4340,6940,6940,430,6730,4090,1370,4520,3060,360,40,60,1000000000.0,1000000000.0,104,101,0.0917,0.0931,0.0745,0.0894,0.081,11.9936,25.3987,14.3798,43.3781,9.8287,44.4712,7,10,1000000000.0,1000000000.0,8,1,51.93,1000000000.0,1000000000.0,65.55,54.62,1000000000.0,20.78
1599,CREST HOSPITAL,Meerut,-7.8245,8.583,1,150,14,65000,15,52,40,68,66,99,2,28,46,89,33,95,82,49,22,57,65,58,37,53,17,15,6340,6030,1730,7040,2380,4410,6010,4120,4570,2710,5560,2490,4630,6960,141,27,64,131,120,141,0.0681,0.0758,0.0939,0.0787,0.0806,32.8535,8.4316,1000000000.0,4.4496,40.1387,1000000000.0,10,3,1000000000.0,3,1,6,34.86,5.27,9.21,5.63,8.0,1000000000.0,1000000000.0
1600,PREM DEEP POLI CLINIC NURSING HOME,Meerut,3.661,-0.2928,1,200,16,72000,15,45,51,38,39,29,92,60,45,38,87,44,59,70,41,42,3,47,23,21,70,15,770,3630,5540,5830,160,4160,380,160,3450,1780,950,3400,1550,100,1000000000.0,88,42,1000000000.0,52,43,0.0931,0.0653,0.0538,0.0924,0.0622,15.3472,11.7804,16.3836,1000000000.0,27.0554,1000000000.0,7,8,7,1000000000.0,8,8,21.27,4.11,37.93,1000000000.0,47.97,1000000000.0,54.2
1601,NEW NATIONAL HOSPITAL,Meerut,5.2802,7.0403,1,150,12,11000,15,9,11,92,1,74,26,91,99,77,12,14,47,7,1,44,52,99,92,40,39,15,4530,3270,570,5550,3240,1260,6050,6920,5890,4330,2990,2470,370,1700,97,1000000000.0,133,75,99,1000000000.0,0.0949,0.0673,0.0714,0.0828,0.0656,2.7798,9.8925,19.6753,4.1616,22.6334,14.9087,0,7,6,2,6,1000000000.0,1000000000.0,17.64,49.0,3.95,61.65,32.78,54.88
1602,ABDULLA NURSING HOME AND HIZAMA CENTER,Meerut,7.954,-9.5087,1,300,14,25000,15,67,79,97,72,60,54,81,7,5,84,97,30,32,71,17,74,74,47,30,90,15,1270,3940,3580,6990,520,1270,290,4720,5380,1420,5250,5920,1530,900,1000000000.0,143,44,31,1000000000.0,55,0.0662,0.0533,0.0954,0.0894,0.0942,1000000000.0,1000000000.0,37.0781,1.7443,45.4659,1000000000.0,1000000000.0,1,8,7,0,5,1000000000.0,1000000000.0,21.75,52.0,1000000000.0,1000000000.0,44.31
1603,DR KAMLESH MAHAJAN,Meerut,9.9239,7.7806,1,200,11,58000,15,33,44,86,83,84,57,51,50,4,52,70,46,65,23,68,50,38,91,87,31,15,1930,6540,5320,1390,3400,4650,3570,3780,5570,4740,2850,580,4490,6980,1000000000.0,131,143,72,77,112,0.0995,0.0671,0.0562,0.0505,0.0652,5.189,24.8285,47.9823,16.0053,1000000000.0,1000000000.0,3,1000000000.0,7,2,1000000000.0,0,1000000000.0,34.45,1000000000.0,40.0,1.47,52.97,19.67
1604,SAI HOSPITAL,Meerut,-9.2387,4.0096,1,150,19,17000,15,89,21,79,42,54,77,98,77,70,27,8,58,10,31,33,60,22,96,39,89,15,4700,4390,4850,4540,2260,5840,4580,950,970,4700,960,3900,4860,6150,46,124,68,57,1000000000.0,47,0.0615,0.0595,0.0903,0.0588,0.0866,23.196,27.1733,47.6912,1000000000.0,22.9957,11.5731,9,1000000000.0,2,10,10,5,66.7,62.05,1000000000.0,11.07,25.38,66.51,53.47
1605,SHAH NURSING HOME,Meerut,-7.6632,-6.9704,1,250,17,27000,15,80,31,25,34,53,76,92,19,13,58,87,17,6,21,86,79,80,86,40,88,15,4500,5460,6530,4090,5720,6620,3930,4430,6980,3920,6230,1340,1070,6570,86,48,1000000000.0,1000000000.0,1000000000.0,1000000000.0,0.0655,0.0928,0.0872,0.0505,0.0555,41.4025,46.6327,40.9374,23.3096,1000000000.0,1000000000.0,8,5,6,10,1000000000.0,5,60.77,43.84,1000000000.0,32.72,16.09,63.92,15.45
1606,SHIVAM NURSING HOME,Meerut,-6.5593,0.8275,1,100,14,67000,15,13,56,24,97,67,71,99,9,8,71,70,53,65,78,6,51,60,86,57,13,15,1580,3810,920,370,5970,2680,5280,230,3250,330,1520,6120,5840,5180,87,124,41,94,1000000000.0,51,0.0758,0.0889,0.0719,0.0836,0.0889,1000000000.0,1000000000.0,1000000000.0,27.9507,24.0638,45.256,5,8,4,10,9,0,15.53,24.99,27.93,3.89,1000000000.0,1000000000.0,9.6
1607,SHUBHAM NURSING HOME,Meerut,9.1551,0.453,1,100,16,51000,15,86,59,82,5,93,48,55,24,59,33,19,81,51,78,33,15,88,14,47,76,15,3380,1310,5090,2800,4310,5510,310,4350,1370,3660,6080,3470,3250,540,100,38,1000000000.0,67,150,96,0.0512,0.0952,0.0714,0.0934,0.0549,1000000000.0,45.2952,8.6829,14.5183,38.1246,28.4668,5,1000000000.0,8,7,5,3,53.06,62.59,69.47,4.04,1000000000.0,26.9,1000000000.0
1608,SINGH HOSPITAL,Meerut,9.0685,-7.0531,1,100,17,4000,15,77,60,54,18,65,89,78,41,89,66,51,20,57,50,47,75,73,80,76,62,15,2940,2970,2790,860,2170,2080,2710,1760,820,2700,3080,4830,6910,1590,58,1000000000.0,140,140,108,1000000000.0,0.0728,0.0916,0.057,0.0538,0.072,47.9037,32.4715,40.2649,6.2975,20.089,22.5682,7,1,1000000000.0,4,1000000000.0,5,17.32,1000000000.0,59.43,32.91,63.98,1000000000.0,6.21
1609,SIRJAN HOSPITAL,Meerut,3.8062,-0.7327,1,150,19,56000,15,48,20,60,60,22,30,51,38,27,50,60,23,10,46,60,30,28,71,90,85,15,6080,4600,2750,520,1260,6570,6070,3160,230,2220,6800,6460,4060,4090,43,80,119,1000000000.0,1000000000.0,46,0.0682,0.0955,0.0776,0.0958,0.0787,7.0457,1000000000.0,18.3661,7.7314,16.4474,1000000000.0,9,1000000000.0,10,7,3,3,47.6,49.89,31.97,43.28,24.74,1000000000.0,5.09
1610,SULTAN HOSPITAL,Meerut,-1.2524,9.5426,1,250,12,47000,15,20,68,99,5,30,53,80,86,95,12,87,22,34,56,55,97,36,85,90,69,15,2090,6310,6610,6520,2820,5960,4570,3740,4060,4880,5970,3950,1190,910,92,88,84,112,97,60,0.0665,0.0574,0.096,0.059,0.0919,19.8577,11.9412,3.1921,47.0333,31.4008,12.5056,0,1000000000.0,8,0,5,1000000000.0,6.84,37.77,1000000000.0,56.29,21.37,14.94,68.68
1611,SURBHI NURSING HOME,Meerut,-8.6461,4.3484,1,300,11,12000,15,52,36,43,90,47,29,100,83,15,48,63,97,65,7,19,85,10,48,69,91,15,5830,3300,2650,3890,4930,3170,5340,2510,3470,530,2990,860,3590,1010,120,125,62,1000000000.0,1000000000.0,43,0.085,0.0701,0.0788,0.0785,0.0826,15.9038,47.7253,12.7542,1000000000.0,22.2112,26.1448,1000000000.0,1000000000.0,1000000000.0,2,5,7,1000000000.0,29.83,5.22,12.24,20.36,1000000000.0,68.79
1612,TYAGI NURSING HOME,Meerut,1.3351,-9.0136,1,150,18,16000,15,60,68,11,57,57,51,3,43,21,59,82,64,95,61,60,83,91,29,48,49,15,4560,1800,870,4480,1420,870,4020,1820,1650,4050,6300,3500,1550,3950,58,1000000000.0,1000000000.0,98,61,149,0.0897,0.0827,0.0992,0.0955,0.0634,39.5139,9.3939,18.3741,1.7883,13.8989,11.8442,8,3,2,1000000000.0,9,6,1000000000.0,0.56,4.5,22.23,45.57,1000000000.0,47.17
1613,UPHAR NURSING HOME,Meerut,7.6556,-5.7098,1,200,17,34000,15,70,64,68,37,96,26,73,38,33,1,70,28,35,100,3,9,14,54,44,56,15,6480,520,1900,5070,450,4840,1420,4870,1730,4390,1240,2510,3340,3150,131,1000000000.0,122,121,25,1000000000.0,0.0506,0.0607,0.0972,0.0885,0.0667,9.3133,1000000000.0,1000000000.0,43.1187,2.7565,1000000000.0,5,7,10,4,6,2,45.5,1000000000.0,68.18,30.39,1000000000.0,10.22,64.27
1614,VARDAN NURSING HOME,Meerut,-9.8434,5.7164,1,150,16,58000,15,24,63,26,8,3,76,79,18,7,92,48,91,10,60,26,45,95,84,38,8,15,1470,6360,5960,2520,3040,6910,800,6130,6950,6900,2850,5490,6300,4650,120,1000000000.0,33,80,1000000000.0,144,0.0723,0.0743,0.0598,0.0902,0.0546,13.0914,23.2339,38.4556,36.0502,1000000000.0,30.8484,0,8,7,2,1,1000000000.0,16.93,52.04,3.64,52.07,43.11,1000000000.0,1000000000.0
1615,VHAVYA HOSPITAL,Meerut,-5.4843,7.2518,1,300,19,32000,15,25,76,6,20,59,1,87,89,5,74,97,37,21,47,6,34,78,29,33,20,15,6180,4370,2760,5940,4940,3690,2330,6900,320,6220,4970,4880,1850,5200,1000000000.0,93,1000000000.0,144,1000000000.0,79,0.0514,0.0899,0.0755,0.0933,0.0887,8.6285,15.0091,33.354,34.5389,45.609,33.3397,3,3,1000000000.0,8,2,6,30.01,21.91,21.47,1000000000.0,63.92,24.89,69.43
1616,YASH HOSPITAL,Meerut,-4.3449,9.457,1,150,16,74000,15,88,14,41,62,92,69,19,4,87,16,36,21,51,19,42,37,65,43,47,49,15,2260,640,4900,4720,3170,6770,5230,1420,5670,910,1690,1170,7060,5520,1000000000.0,84,120,1000000000.0,1000000000.0,64,0.0633,0.0621,0.0502,0.0853,0.0642,1000000000.0,15.4565,6.0638,9.5508,25.7465,27.595,1,3,10,1000000000.0,8,1000000000.0,10.03,28.5,14.93,10.44,59.22,1000000000.0,17.77
1617,JP HOSPITAL AND NURSING HOME,Meerut,-7.2241,-0.5831,1,100,10,63000,15,11,58,7,58,85,28,89,59,45,23,18,15,36,4,78,25,36,53,12,49,15,1930,2090,5810,5130,5570,5160,4070,6620,1640,2190,1410,5040,1190,5680,1000000000.0,107,112,149,1000000000.0,135,0.0504,0.0909,0.0683,0.0923,0.0633,1000000000.0,15.2979,1000000000.0,2.7262,1000000000.0,22.668,1000000000.0,8,1,1000000000.0,9,1000000000.0,67.09,67.21,34.76,1000000000.0,22.44,10.27,1000000000.0
